lead_id,campaign_key,url,url_hash,url_protocol,url_domain,url_path,url_fragment,url_query_string,category_prediction,sub_category_annotation,category_path
1F3A9D9B-6F9E-AF35-ADC3-E4AEF18F5530,D40B3CEF-3C1F-401B-86FA-CCAB4A93CB80,https://fharateguide.com/mortgage.fhtml?formFlowConfigId=1146&estprg=1&viewType=MOBILE&marketingIntentAssignmentType=AFFILIATE&publisherType=AFFILIATE&placementid=955300&iradid=304633&irclickid=3b0yjjWGN28xTUL2Zxx3GxomUkmwFewpIQxYVQ0&clickid=168308768-1505846603945-813482591874852735&irsharedid=820212&irClickEventId=irc-015e-9b73b010-4260#0,620f10506b3eed1821d9e6a206905116,https,fharateguide.com,/mortgage.fhtml,0,formFlowConfigId=1146&estprg=1&viewType=MOBILE&marketingIntentAssignmentType=AFFILIATE&publisherType=AFFILIATE&placementid=955300&iradid=304633&irclickid=3b0yjjWGN28xTUL2Zxx3GxomUkmwFewpIQxYVQ0&clickid=168308768-1505846603945-813482591874852735&irsharedid=820212&irClickEventId=irc-015e-9b73b010-4260,mortgage,mortgage_general,mortgage_general
AE4FCD0C-DA95-14A8-7EF1-9DB01EAB7F8C,483B7477-7014-3B6E-CE73-8A0E72B33968,https://cds.mortgageonline.com/mortgage/m/?style=mo&upp=true&ld_vp=true&offer_id=1023&aff_id=7263&aff_sub=1656&source=&aff_sub2=1025ed1e30b29bf39fa69312f5e7ca&transaction_id=1020b668ad08ddab87163602a72791#page/2,05d7b70f097ce2528bb8166b51d77910,https,cds.mortgageonline.com,/mortgage/m/,page/2,style=mo&upp=true&ld_vp=true&offer_id=1023&aff_id=7263&aff_sub=1656&source=&aff_sub2=1025ed1e30b29bf39fa69312f5e7ca&transaction_id=1020b668ad08ddab87163602a72791,mortgage,mortgage_general,mortgage_general
FCA925F0-CA37-DFA4-E2F4-6918815B6F52,DCC19143-A53D-99F4-51E9-B37240B6F2E1,https://myaccount.ditech.com/,1b2ec892caaa0e03d9876cccbcfa4f82,https,myaccount.ditech.com,/,,,mortgage,mortgage_general,mortgage_general
965B8DAA-0F27-EF1B-ADA3-2A512EA3E85C,DCC19143-A53D-99F4-51E9-B37240B6F2E1,https://myaccount.ditech.com/,1b2ec892caaa0e03d9876cccbcfa4f82,https,myaccount.ditech.com,/,,,mortgage,mortgage_general,mortgage_general
8B15B333-5285-5B60-8BCC-CED48A5AC5A7,DCC19143-A53D-99F4-51E9-B37240B6F2E1,https://myaccount.ditech.com/,1b2ec892caaa0e03d9876cccbcfa4f82,https,myaccount.ditech.com,/,,,mortgage,mortgage_general,mortgage_general
24E503E7-A8AF-CD30-FEE8-D689214C0906,54E94273-5B64-6119-5115-1F2FBFDD5662,https://theeasyloansite.com/landers/blue-icon/30/?utm_medium=traffic_affiliate&utm_source=152&utm_account=bills&utm_lander=blueicon30&utm_trans=STF&utm_creative_type=other&utm_campaign=144&utm_adgroup=22102&utm_term=&utm_search_term=&utm_content=47354878&utm_placement=bills_tels#step/property-use,76b79cbc9189fa26d6bd34fb4667d998,https,theeasyloansite.com,/landers/blue-icon/30/,step/property-use,utm_medium=traffic_affiliate&utm_source=152&utm_account=bills&utm_lander=blueicon30&utm_trans=STF&utm_creative_type=other&utm_campaign=144&utm_adgroup=22102&utm_term=&utm_search_term=&utm_content=47354878&utm_placement=bills_tels,mortgage,mortgage_general,mortgage_general
055DA21F-D3E1-B719-F8C2-41007539B097,8C3C5B06-9A4F-A88E-E742-03DE8C2A02E7,https://themortgagereports.com/ratequote?utm_campaign=5834&bid=5834&utm_medium=cpc&utm_source=direct-adv&subnet=rotation,a83c20a18fac5a46a0c63d0ed64b7ffc,https,themortgagereports.com,/ratequote,,utm_campaign=5834&bid=5834&utm_medium=cpc&utm_source=direct-adv&subnet=rotation,mortgage,mortgage_general,mortgage_general
F816B14F-0357-F660-E0DE-59AA1D2E41CC,DB2059C9-EE0C-7B52-CC0B-C8F816EF0A76,https://freerateupdate.com/landing_mobile/index.php?type=harp&utm_source=Adwords&utm_medium=content&utm_campaign=mobileharp&gclid=EAIaIQobChMI8N6U2MO-1wIVU4BpCh0oQwYYEAEYBSAAEgKm-vD_BwE,0a72e8c6324de0e4ed6f2003fdb58528,https,freerateupdate.com,/landing_mobile/index.php,,type=harp&utm_source=Adwords&utm_medium=content&utm_campaign=mobileharp&gclid=EAIaIQobChMI8N6U2MO-1wIVU4BpCh0oQwYYEAEYBSAAEgKm-vD_BwE,mortgage,mortgage_general,mortgage_general
9E67C822-0EA4-B97A-3E08-8A77C5A3850C,54E94273-5B64-6119-5115-1F2FBFDD5662,https://theeasyloansite.com/results/select?vt_session_id=A8A2CFB0766B11E7AD03BC764E11209A#loan-options,c720e7fbca6692a62310a3c9dd506673,https,theeasyloansite.com,/results/select,loan-options,vt_session_id=A8A2CFB0766B11E7AD03BC764E11209A,mortgage,mortgage_general,mortgage_general
36E3B0CD-51AA-1BA6-493F-277C09A77C68,A1812AC6-A306-7D8E-8A34-7034094E1D59,https://offers.lendingtree.com/tlm.aspx?tid=m2&vid=18-0-4-5-0-0-0-0-1-0-0-0-1-0-0-1-2&promo=00402&800num=800-813-4824&loan-type=mortgage&icode=14740&SpId=Display-hybrid-25750-10&cchannel=display&cproduct=mortgage&esourceid=6225636&csource=criteo&siteid=38017&cname=189161334723801722&cmethod=crv14115&ctype=_rj_2255802924906842236.35&ccreative=LT_091917_LoanTypeGraphed_TodaysMortgageRates_LtGreen_300x600_HTML5#/step/1/,76f9456c7f7821a4207d634b3a296cfb,https,offers.lendingtree.com,/tlm.aspx,/step/1/,tid=m2&vid=18-0-4-5-0-0-0-0-1-0-0-0-1-0-0-1-2&promo=00402&800num=800-813-4824&loan-type=mortgage&icode=14740&SpId=Display-hybrid-25750-10&cchannel=display&cproduct=mortgage&esourceid=6225636&csource=criteo&siteid=38017&cname=189161334723801722&cmethod=crv14115&ctype=_rj_2255802924906842236.35&ccreative=LT_091917_LoanTypeGraphed_TodaysMortgageRates_LtGreen_300x600_HTML5,mortgage,mortgage_general,mortgage_general
