lead_id,campaign_key,url,url_hash,url_protocol,url_domain,url_path,url_fragment,url_query_string,category_prediction,sub_category_annotation,category_path
CEF29EA1-8149-8E8B-E948-2ADA88F36C29,B87EED3A-5F1D-1EA4-B60B-FCC3F180B22D,https://lowermybills.com/lending/reverse-mortgage?pkey1=&pkey2=&pkey3=&sourceid=46666-88813-187421&UserID=178-431837835&gclid=CPGfvfvtwdYCFZeEaQodQbYPHA,c36614a3a5ca622e883dc217c5e37efd,https,lowermybills.com,/lending/reverse-mortgage,,pkey1=&pkey2=&pkey3=&sourceid=46666-88813-187421&UserID=178-431837835&gclid=CPGfvfvtwdYCFZeEaQodQbYPHA,mortgage,mortgage_reverse,mortgage_reverse
EA86B221-06F8-EE5A-E617-B926F668BE86,B87EED3A-5F1D-1EA4-B60B-FCC3F180B22D,https://lowermybills.com/lending/reverse-mortgage?pkey1=&pkey2=&pkey3=&sourceid=lmb-47743-95381-182634&aceid=&adposition=none&adgroupid=43199642094&creative=208459602619&campaignid=881795503&device=t&devicemodel=samsung sm-t357t&network=d&placement=mobileapp::2-techrays360.ubqarimagazine&gclid=CI-46NTGsdYCFd2EswodIyEMgg,2084b03128c123a2b3bd7110324d7335,https,lowermybills.com,/lending/reverse-mortgage,,pkey1=&pkey2=&pkey3=&sourceid=lmb-47743-95381-182634&aceid=&adposition=none&adgroupid=43199642094&creative=208459602619&campaignid=881795503&device=t&devicemodel=samsung sm-t357t&network=d&placement=mobileapp::2-techrays360.ubqarimagazine&gclid=CI-46NTGsdYCFd2EswodIyEMgg,mortgage,mortgage_reverse,mortgage_reverse
60482F4E-676B-96BA-3CFA-644AC14A88CC,01E56576-CC24-84E0-1C1D-7734AE3CEAE5,https://newretirement.com/reverse-mortgage-loan-payout-fup-dsclmrE-dash-streetfill-credit-8step-noLP-lv3.aspx?nr_product=revmort&nr_a=fb&nr_placement=fb_newsfeed&nr_medium=othercpc&nr_creative=thrl_exp_dash&nr_size=opt_cpm&nr_campaign=custom_audience&nr_adgroup=62plus&nr_adtype=all&nr_keyword&utm_medium=cpc&utm_source=fb_newsfeed&utm_content=thrl_exp_dash&utm_campaign=cstmaudnc_opt_cpm,26153ff2695ba609a1954e874ac9bdb0,https,newretirement.com,/reverse-mortgage-loan-payout-fup-dsclmrE-dash-streetfill-credit-8step-noLP-lv3.aspx,,nr_product=revmort&nr_a=fb&nr_placement=fb_newsfeed&nr_medium=othercpc&nr_creative=thrl_exp_dash&nr_size=opt_cpm&nr_campaign=custom_audience&nr_adgroup=62plus&nr_adtype=all&nr_keyword&utm_medium=cpc&utm_source=fb_newsfeed&utm_content=thrl_exp_dash&utm_campaign=cstmaudnc_opt_cpm,mortgage,mortgage_reverse,mortgage_reverse
4473B8A5-8734-6262-290D-869D883CB223,36210B05-1EE3-8224-8678-E88D15C91789,https://sproutquote.com/reverse-mortgage/offers/reverse-mortgage1/index.php?utm_source=GDN&utm_medium=MOB_APPS_REV_B&utm_content=414x736-much-sscard&utm_keyword=mobileapp::1-873989113&gclid=CPLvvbz6w9YCFQMQaQodAM4Bsw&click_id=bbd79a816a4838f47ee0a5d2a8cc98f1,b61f699eb5dda23de5cb05868a812ffa,https,sproutquote.com,/reverse-mortgage/offers/reverse-mortgage1/index.php,,utm_source=GDN&utm_medium=MOB_APPS_REV_B&utm_content=414x736-much-sscard&utm_keyword=mobileapp::1-873989113&gclid=CPLvvbz6w9YCFQMQaQodAM4Bsw&click_id=bbd79a816a4838f47ee0a5d2a8cc98f1,mortgage,mortgage_reverse,mortgage_reverse
57000ADC-9AA4-B7C2-0262-847FF3A65466,B87EED3A-5F1D-1EA4-B60B-FCC3F180B22D,https://lowermybills.com/lending/reverse-mortgage?sourceid=lmb-48945-100349-193520&pkey1=kiwireport-desktop,23fb63cbd287fd2c2501e792f167d37d,https,lowermybills.com,/lending/reverse-mortgage,,sourceid=lmb-48945-100349-193520&pkey1=kiwireport-desktop,mortgage,mortgage_reverse,mortgage_reverse
5CD14C89-534F-70A0-114B-20FEEA9AA561,1D6A14F0-6EE4-54EB-0736-9750BD20BC46,http://reverse-mortgage-america.com/03/step4.php,09f9faa4d80b6e48a90c8b2d42eca39a,http,reverse-mortgage-america.com,/03/step4.php,,,mortgage,mortgage_reverse,mortgage_reverse
A9DE3D1F-152A-27C0-93EE-2F394B16DB26,B87EED3A-5F1D-1EA4-B60B-FCC3F180B22D,https://lowermybills.com/lending/reverse-mortgage?pkey1=AS418274579c5542578a422494efcf18ca&pkey2=258D122E-8132-41CD-8616-89EB7BDEFEB8&pkey3=NO_APP_lmbrmismanov14&sourceid=lmb-38290-64659-122690,893fa0992fda38ca1baceae0aeda2309,https,lowermybills.com,/lending/reverse-mortgage,,pkey1=AS418274579c5542578a422494efcf18ca&pkey2=258D122E-8132-41CD-8616-89EB7BDEFEB8&pkey3=NO_APP_lmbrmismanov14&sourceid=lmb-38290-64659-122690,mortgage,mortgage_reverse,mortgage_reverse
221C6781-DE09-7891-6866-F2F5A36318C6,B87EED3A-5F1D-1EA4-B60B-FCC3F180B22D,https://lowermybills.com/lending/reverse-mortgage?pkey1=&pkey2=&pkey3=&sourceid=46665-88807-189915&UserID=123-3065806464&gclid=CP_fgvPDw9YCFY-1wAodpskPkA,ae34317ef243d96a79084fb031019870,https,lowermybills.com,/lending/reverse-mortgage,,pkey1=&pkey2=&pkey3=&sourceid=46665-88807-189915&UserID=123-3065806464&gclid=CP_fgvPDw9YCFY-1wAodpskPkA,mortgage,mortgage_reverse,mortgage_reverse
542755B6-F266-3EC1-EE16-A8545E10676C,1D6A14F0-6EE4-54EB-0736-9750BD20BC46,http://reverse-mortgage-america.com/03/,62440506cffe69d6de8b74cc53e020ae,http,reverse-mortgage-america.com,/03/,,,mortgage,mortgage_reverse,mortgage_reverse
D7F3E767-1DA7-48B9-F6BC-997DDAC3ED78,B87EED3A-5F1D-1EA4-B60B-FCC3F180B22D,https://lowermybills.com/lending/reverse-mortgage?pkey1=AS41913511271c4b608137167d078e6a5e&pkey2=ac86c1a6-62a4-4e31-bc74-9ba3bad6b872&pkey3=NO_APP_lmbrmasmanov14&sourceid=lmb-38292-64661-122670,98fb93445b82de151fd2b751f41af98b,https,lowermybills.com,/lending/reverse-mortgage,,pkey1=AS41913511271c4b608137167d078e6a5e&pkey2=ac86c1a6-62a4-4e31-bc74-9ba3bad6b872&pkey3=NO_APP_lmbrmasmanov14&sourceid=lmb-38292-64661-122670,mortgage,mortgage_reverse,mortgage_reverse
